,Radius,Pad,U,G,Pin,PinColID,PinRowID,PadName,FEE,FEE_Connector,FEE_Chan,phi,x,y,PadX,PadY,PadR,PadPhi,PadN
1509,0,88,12,1,F8,5,8,ZZ.00.088,6.0,J1,1,0.24270984910546142,67.94831896919868,16.82337508528047,11.728361145291084,588.9928741668999,589.1096334932404,1.5508863891890883,140
1529,0,89,12,1,F2,5,2,ZZ.00.089,6.0,J1,31,0.24543692606170256,67.90218772361808,17.00861259322847,10.166648889078003,589.0219007175423,589.1096334932404,1.553537818313062,140
1485,0,90,12,1,E8,4,8,ZZ.00.090,6.0,J1,0,0.24816400301794372,67.85555149326201,17.19372360907512,8.604865160588375,589.0467864016475,589.1096334932404,1.5561892474370356,140
1508,0,91,12,1,F7,5,7,ZZ.00.091,6.0,J1,4,0.25089107997418486,67.80841062496151,17.37870675616014,7.043020939274701,589.0675310442674,589.1096334932404,1.5588406765610092,140
1432,0,92,12,1,C3,2,3,ZZ.00.092,6.0,J1,29,0.253618156930426,67.7607654693006,17.5635606587742,5.481127205014747,589.0841344995657,589.1096334932404,1.5614921056849829,140
1461,0,93,12,1,D8,3,8,ZZ.00.093,6.0,J1,3,0.25634523388666713,67.7126163806136,17.748283942169156,3.919194938034362,589.0965966508189,589.1096334932404,1.5641435348089565,140
1484,0,94,12,1,E7,4,7,ZZ.00.094,6.0,J1,7,0.25907231084290827,67.66396371698262,17.93287523256828,2.3572351188302783,589.1049174104173,589.1096334932404,1.5667949639329302,140
1507,0,95,12,1,F6,5,6,ZZ.00.095,6.0,J1,11,0.2617993877991494,67.61480784023477,18.117333157176454,0.7952587280929261,589.1090967198651,589.1096334932404,1.5694463930569038,140
1666,0,96,14,1,B5,1,5,ZZ.00.096,5.0,J1,18,0.26452646475539054,67.56514911593962,18.3016563441904,-0.7667232533707666,589.1091345497816,589.1096334932404,1.5720978221808775,140
1667,0,97,14,1,B6,1,6,ZZ.00.097,5.0,J1,15,0.2672535417116317,67.51498791340626,18.48584342280888,-2.328699844714569,589.105030899901,589.1096334932404,1.574749251304851,140
1690,0,98,14,1,C5,2,5,ZZ.00.098,5.0,J1,19,0.2699806186678728,67.46432460568079,18.669893023242885,-3.8906600651301413,589.0967857990719,589.1096334932404,1.5774006804288248,140
1713,0,99,14,1,D4,3,4,ZZ.00.099,5.0,J1,23,0.27270769562411395,67.4131595695434,18.85380377672582,-5.452592933924236,589.0843993052582,589.1096334932404,1.5800521095527984,140
1736,0,100,14,1,E3,4,3,ZZ.00.100,5.0,J1,27,0.2754347725803551,67.36149318550557,19.037574315523685,-7.014487470595886,589.0678715055378,589.1096334932404,1.582703538676772,140
1765,0,101,14,1,F8,5,8,ZZ.00.101,5.0,J1,1,0.27816184953659623,67.30932583780734,19.22120327294526,-8.576332694913605,589.0472025161024,589.1096334932404,1.5853549678007457,140
1785,0,102,14,1,F2,5,2,ZZ.00.102,5.0,J1,31,0.2808889264928374,67.25665791441435,19.40468928335225,-10.138117626992571,589.0223924822564,589.1096334932404,1.5880063969247193,140
1689,0,103,14,1,C4,2,4,ZZ.00.103,5.0,J1,22,0.2836160034490785,67.203489807015,19.588030982169442,-11.699831287371829,588.9934415784161,589.1096334932404,1.590657826048693,140
1712,0,104,14,1,D3,3,3,ZZ.00.104,5.0,J1,26,0.2863430804053197,67.14982191101755,19.771227005894875,-13.26146269709146,588.9603500081084,589.1096334932404,1.5933092551726666,140
1741,0,105,14,1,E8,4,8,ZZ.00.105,5.0,J1,0,0.2890701573615608,67.09565462554713,19.954275992109952,-14.82300087776978,588.9231180039698,589.1096334932404,1.5959606842966403,140
1764,0,106,14,1,F7,5,7,ZZ.00.106,5.0,J1,4,0.29179723431780197,67.04098835344281,20.137176579489598,-16.384434851680506,588.8817458277434,589.1096334932404,1.598612113420614,140
1665,0,107,14,1,B4,1,4,ZZ.00.107,5.0,J1,25,0.29452431127404305,66.98582350125463,20.31992740781236,-17.945753641829945,588.836233770279,589.1096334932404,1.6012635425445876,140
1688,0,108,14,1,C3,2,3,ZZ.00.108,5.0,J1,29,0.29725138823028424,66.93016047924047,20.502527117970555,-19.506946272034146,588.7865821515296,589.1096334932404,1.6039149716685612,140
1717,0,109,14,1,D8,3,8,ZZ.00.109,5.0,J1,3,0.2999784651865254,66.87399970136313,20.684974351980323,-21.068001766996073,588.7327913205496,589.1096334932404,1.6065664007925349,140
1740,0,110,14,1,E7,4,7,ZZ.00.110,5.0,J1,7,0.3027055421427665,66.8173415852872,20.867267752991786,-22.628909152382764,588.6748616554925,589.1096334932404,1.6092178299165085,140
1763,0,111,14,1,F6,5,6,ZZ.00.111,5.0,J1,11,0.30543261909900765,66.76018655237588,21.04940596529912,-24.18965745490247,588.612793563608,589.1096334932404,1.6118692590404822,140
1923,0,112,16,1,B6,1,6,ZZ.00.112,4.0,J1,15,0.3081596960552488,66.702535027688,21.231387634350604,-25.750235702381822,588.546587481239,589.1096334932404,1.6145206881644558,140
1946,0,113,16,1,C5,2,5,ZZ.00.113,4.0,J1,19,0.3108867730114899,66.6443874399747,21.41321140675874,-27.310632923842928,588.4762438738195,589.1096334932404,1.6171721172884295,140
1969,0,114,16,1,D4,3,4,ZZ.00.114,4.0,J1,23,0.31361384996773106,66.58574422167635,21.594875930310295,-28.870838149580546,588.4017632358699,589.1096334932404,1.6198235464124031,140
1992,0,115,16,1,E3,4,3,ZZ.00.115,4.0,J1,27,0.3163409269239722,66.52660580891927,21.776379853976362,-30.43084041123916,588.3231460909946,589.1096334932404,1.6224749755363768,140
2021,0,116,16,1,F8,5,8,ZZ.00.116,4.0,J1,1,0.31906800388021334,66.46697264151257,21.957721827922402,-31.990628741890113,588.2403929918776,589.1096334932404,1.6251264046603504,140
2041,0,117,16,1,F2,5,2,ZZ.00.117,4.0,J1,31,0.3217950808364545,66.40684516294475,22.138900503518283,-33.550192176108695,588.1535045202793,589.1096334932404,1.627777833784324,140
1922,0,118,16,1,B5,1,5,ZZ.00.118,4.0,J1,18,0.3245221577926956,66.34622382038052,22.319914533348328,-35.10951975005124,588.0624812870319,589.1096334932404,1.6304292629082977,140
1945,0,119,16,1,C4,2,4,ZZ.00.119,4.0,J1,22,0.32724923474893675,66.2851090646574,22.50076257122131,-36.66860050153219,587.9673239320354,589.1096334932404,1.6330806920322714,140
1968,0,120,16,1,D3,3,3,ZZ.00.120,4.0,J1,26,0.3299763117051779,66.22350135028243,22.68144327218047,-38.22742347010117,587.8680331242529,589.1096334932404,1.635732121156245,140
1997,0,121,16,1,E8,4,8,ZZ.00.121,4.0,J1,0,0.3327033886614191,66.16140113542875,22.86195529251355,-39.78597769712005,587.7646095617056,589.1096334932404,1.6383835502802186,140
2020,0,122,16,1,F7,5,7,ZZ.00.122,4.0,J1,4,0.33543046561766016,66.09880888193216,23.042297289762722,-41.344252225839945,587.657053971469,589.1096334932404,1.6410349794041923,140
1921,0,123,16,1,B4,1,4,ZZ.00.123,4.0,J1,25,0.33815754257390135,66.03572505528777,23.222467922734644,-42.90223610147829,587.5453671096667,589.1096334932404,1.643686408528166,140
1944,0,124,16,1,C3,2,3,ZZ.00.124,4.0,J1,29,0.3408846195301425,65.97215012464646,23.40246585151038,-44.45991837129583,587.4295497614652,589.1096334932404,1.6463378376521396,140
1973,0,125,16,1,D8,3,8,ZZ.00.125,4.0,J1,3,0.34361169648638357,65.90808456281145,23.5822897374554,-46.01728808467361,587.3096027410689,589.1096334932404,1.6489892667761132,140
1996,0,126,16,1,E7,4,7,ZZ.00.126,4.0,J1,7,0.3463387734426247,65.84352884623475,23.76193824322951,-47.57433429318999,587.1855268917141,589.1096334932404,1.6516406959000869,140
2019,0,127,16,1,F6,5,6,ZZ.00.127,4.0,J1,11,0.3490658503988659,65.77848345501359,23.94141003279681,-49.131046050697556,587.0573230856628,589.1096334932404,1.6542921250240605,140
2179,0,128,18,1,B6,1,6,ZZ.00.128,3.0,J1,15,0.35179292735510703,65.71294887288693,24.12070377143563,-50.68741241340016,586.9249922241971,589.1096334932404,1.6569435541480342,140
2202,0,129,18,1,C5,2,5,ZZ.00.129,3.0,J1,19,0.35452000431134817,65.64692558723178,24.29981812574846,-52.24342243992976,586.7885352376127,589.1096334932404,1.6595949832720078,140
2225,0,130,18,1,D4,3,4,ZZ.00.130,3.0,J1,23,0.35724708126758925,65.58041408905964,24.47875176367185,-53.799065191423395,586.647953085212,589.1096334932404,1.6622464123959815,140
2248,0,131,18,1,E3,4,3,ZZ.00.131,3.0,J1,27,0.35997415822383044,65.5134148730128,24.657503354486344,-55.354329731600096,586.5032467552974,589.1096334932404,1.6648978415199551,140
2277,0,132,18,1,F8,5,8,ZZ.00.132,3.0,J1,1,0.3627012351800716,65.44592843736069,24.83607156882634,-56.909205126837705,586.3544172651652,589.1096334932404,1.6675492706439288,140
2297,0,133,18,1,F2,5,2,ZZ.00.133,3.0,J1,31,0.3654283121363127,65.37795528399614,25.014455078690013,-58.46368044624983,586.2014656610975,589.1096334932404,1.6702006997679024,140
2178,0,134,18,1,B5,1,5,ZZ.00.134,3.0,J1,18,0.3681553890925539,65.30949591843172,25.192652557449172,-60.017744761762614,586.0443930183549,589.1096334932404,1.672852128891876,140
2201,0,135,18,1,C4,2,4,ZZ.00.135,3.0,J1,22,0.370882466048795,65.2405508497959,25.37066267985911,-61.57138714819157,585.8832004411695,589.1096334932404,1.6755035580158497,140
2224,0,136,18,1,D3,3,3,ZZ.00.136,3.0,J1,26,0.3736095430050361,65.17112059082929,25.548484122068515,-63.124596683318444,585.7178890627367,589.1096334932404,1.6781549871398234,140
2253,0,137,18,1,E8,4,8,ZZ.00.137,3.0,J1,0,0.37633661996127726,65.10120565788085,25.726115561629246,-64.67736244796792,585.5484600452077,589.1096334932404,1.680806416263797,140
2276,0,138,18,1,F7,5,7,ZZ.00.138,3.0,J1,4,0.37906369691751846,65.03080657090403,25.90355567750622,-66.22967352608445,585.3749145796805,589.1096334932404,1.6834578453877707,140
2177,0,139,18,1,B4,1,4,ZZ.00.139,3.0,J1,25,0.38179077387375954,64.95992385345292,26.080803150087203,-67.78151900480896,585.1972538861925,589.1096334932404,1.6861092745117443,140
2200,0,140,18,1,C3,2,3,ZZ.00.140,3.0,J1,29,0.3845178508300007,64.8885580326783,26.25785666119266,-69.33288797455553,585.0154792137108,589.1096334932404,1.688760703635718,140
2229,0,141,18,1,D8,3,8,ZZ.00.141,3.0,J1,3,0.3872449277862418,64.81670963932382,26.43471489408551,-70.8837695290882,584.829591840125,589.1096334932404,1.6914121327596916,140
2252,0,142,18,1,E7,4,7,ZZ.00.142,3.0,J1,7,0.389972004742483,64.74437920772196,26.611376533480964,-72.43415276559755,584.6395930722363,589.1096334932403,1.6940635618836652,140
2275,0,143,18,1,F6,5,6,ZZ.00.143,3.0,J1,11,0.39269908169872414,64.67156727579007,26.787840265556284,-73.98402678477731,584.4454842457501,589.1096334932404,1.696714991007639,140
