,Radius,Pad,U,G,Pin,PinColID,PinRowID,PadName,FEE,FEE_Connector,FEE_Chan,phi,x,y,PadX,PadY,PadR,PadPhi,PadN
141,4,5,2,1,B18,1,18,ZZ.04.005,7.0,J1,89,0.02454369260617026,73.97771258351912,1.8160509106955094,105.6435331612258,445.05297229599194,457.41961506726403,1.3377368038536772,132
165,4,6,2,1,C18,2,18,ZZ.04.006,7.0,J1,86,0.028634308040531967,73.96966489970283,2.1186492455502863,103.88067155834175,445.4677433045763,457.419615067264,1.341695969023593,132
189,4,7,2,1,D18,3,18,ZZ.04.007,7.0,J1,87,0.032724923474893676,73.96037947325107,2.421212128811434,102.11618162921704,445.87553162037574,457.419615067264,1.3456551341935088,132
213,4,8,2,1,E18,4,18,ZZ.04.008,7.0,J1,84,0.03681553890925539,73.94985645953787,2.7237344976605535,100.35009103217551,446.27633085132135,457.419615067264,1.3496142993634246,132
237,4,9,2,1,F18,5,18,ZZ.04.009,7.0,J1,85,0.04090615434361709,73.93809603464601,3.0262112899571747,98.58242745063141,446.6701347148978,457.419615067264,1.3535734645333404,132
140,4,10,2,1,B17,1,17,ZZ.04.010,7.0,J1,92,0.044996769777978805,73.92509839536399,3.3286374443234683,96.81321859265545,447.056937038242,457.419615067264,1.3575326297032562,132
164,4,11,2,1,C17,2,17,ZZ.04.011,7.0,J1,93,0.04908738521234052,73.91086375918276,3.631007900228933,95.04249219054051,447.4367317582397,457.419615067264,1.361491794873172,132
188,4,12,2,1,D17,3,17,ZZ.04.012,7.0,J1,90,0.05317800064670222,73.89539236429206,3.933317598075076,93.27027600036695,447.80951292162086,457.419615067264,1.3654509600430877,132
212,4,13,2,1,E17,4,17,ZZ.04.013,7.0,J1,91,0.057268616081063935,73.87868446957647,4.2355614792800775,91.49659780156749,448.1752746850524,457.419615067264,1.3694101252130035,132
236,4,14,2,1,F17,5,17,ZZ.04.014,7.0,J1,88,0.06135923151542564,73.86074035461104,4.537734486363434,89.72148539649176,448.5340113152302,457.419615067264,1.3733692903829193,132
252,4,15,2,1,E16,4,16,ZZ.04.015,7.0,J1,94,0.06544984694978735,73.84156031965665,4.839831563030587,87.94496660997058,448.88571718896907,457.419615067264,1.3773284555528351,132
398,4,16,4,1,B19,1,19,ZZ.04.016,6.0,J1,82,0.06954046238414906,73.82114468565499,5.141847654257527,86.16706928887974,449.23038679329045,457.419615067264,1.381287620722751,132
422,4,17,4,1,C19,2,19,ZZ.04.017,6.0,J1,83,0.07363107781851078,73.79949379422308,5.443777706375389,84.3878213017035,449.5680147255093,457.419615067264,1.3852467858926667,132
446,4,18,4,1,D19,3,19,ZZ.04.018,6.0,J1,80,0.07772169325287248,73.77660800764772,5.745616667155003,82.60725053809777,449.89859569331827,457.4196150672639,1.3892059510625825,132
470,4,19,4,1,E19,4,19,ZZ.04.019,6.0,J1,81,0.08181230868723419,73.75248770887934,6.047359485891447,80.82538490845295,450.22212451487144,457.419615067264,1.3931651162324983,132
494,4,20,4,1,F19,5,19,ZZ.04.020,6.0,J1,78,0.0859029241215959,73.72713330152557,6.349001113488552,79.04225234345641,450.53859611886446,457.4196150672639,1.397124281402414,132
397,4,21,4,1,B18,1,18,ZZ.04.021,6.0,J1,89,0.08999353955595761,73.70054520984453,6.650536502543386,77.25788079365472,450.8480055446152,457.419615067264,1.4010834465723299,132
421,4,22,4,1,C18,2,18,ZZ.04.022,6.0,J1,86,0.09408415499031932,73.67272387873771,6.951960607430729,75.47229822901546,451.15034794214057,457.419615067264,1.4050426117422457,132
445,4,23,4,1,D18,3,18,ZZ.04.023,6.0,J1,87,0.09817477042468103,73.64366977374257,7.253268384387485,73.68553263848888,451.44561857223306,457.419615067264,1.4090017769121614,132
469,4,24,4,1,E18,4,18,ZZ.04.024,6.0,J1,84,0.10226538585904274,73.61338338102465,7.554454791597083,71.89761202956905,451.7338128065349,457.419615067264,1.4129609420820772,132
396,4,25,4,1,B17,1,17,ZZ.04.025,6.0,J1,92,0.10635600129340445,73.58186520736955,7.855514789273853,70.10856442785497,452.0149261276106,457.419615067264,1.416920107251993,132
420,4,26,4,1,C17,2,17,ZZ.04.026,6.0,J1,93,0.11044661672776615,73.54911578017435,8.156443339747346,68.31841787661124,452.28895412901767,457.419615067264,1.4208792724219088,132
444,4,27,4,1,D17,3,17,ZZ.04.027,6.0,J1,90,0.11453723216212787,73.51513564743888,8.457235407546632,66.52720043632836,452.555892515376,457.41961506726403,1.4248384375918246,132
468,4,28,4,1,E17,4,17,ZZ.04.028,6.0,J1,91,0.11862784759648957,73.47992537775649,8.757885959484566,64.73494018428309,452.8157371024347,457.419615067264,1.4287976027617404,132
492,4,29,4,1,F17,5,17,ZZ.04.029,6.0,J1,88,0.12271846303085128,73.44348556030454,9.058389964741998,62.94166521409819,453.0684838171381,457.419615067264,1.4327567679316562,132
508,4,30,4,1,E16,4,16,ZZ.04.030,6.0,J1,94,0.126809078465213,73.40581680483454,9.358742394951962,61.147403635302055,453.3141286976895,457.419615067264,1.436715933101572,132
493,4,31,4,1,F18,5,18,ZZ.04.031,6.0,J1,85,0.1308996938995747,73.36691974166197,9.658938224283816,59.35218357288821,453.5526678936131,457.4196150672639,1.4406750982714878,132
654,4,32,6,1,B19,1,19,ZZ.04.032,5.0,J1,82,0.1349903093339364,73.32679502165573,9.958972429527336,57.55603316687433,453.78409766581467,457.419615067264,1.4446342634414036,132
678,4,33,6,1,C19,2,19,ZZ.04.033,5.0,J1,83,0.13908092476829811,73.2854433162272,10.258839990176773,55.75898057186122,454.0084143866397,457.419615067264,1.4485934286113193,132
702,4,34,6,1,D19,3,19,ZZ.04.034,5.0,J1,80,0.14317154020265982,73.24286531731909,10.558535888514855,53.961053956591456,454.22561453993075,457.419615067264,1.4525525937812351,132
726,4,35,6,1,E19,4,19,ZZ.04.035,5.0,J1,81,0.14726215563702155,73.19906173739379,10.85805510969677,52.16228150350785,454.43569472108237,457.419615067264,1.456511758951151,132
653,4,36,6,1,B18,1,18,ZZ.04.036,5.0,J1,89,0.15135277107138326,73.15403330942148,11.157392641834043,50.36269140831172,454.63865163709426,457.41961506726403,1.4604709241210667,132
677,4,37,6,1,C18,2,18,ZZ.04.037,5.0,J1,86,0.15544338650574496,73.10778078686785,11.456543476078437,48.56231187952088,454.83448210662317,457.41961506726403,1.4644300892909825,132
652,4,38,6,1,B17,1,17,ZZ.04.038,5.0,J1,92,0.15953400194010667,73.06030494368153,11.755502606705745,46.76117113802748,455.02318306003275,457.41961506726403,1.4683892544608983,132
676,4,39,6,1,C17,2,17,ZZ.04.039,5.0,J1,93,0.16362461737446837,73.01160657428105,12.054265031199565,44.95929741665568,455.2047515394415,457.419615067264,1.472348419630814,132
700,4,40,6,1,D17,3,17,ZZ.04.040,5.0,J1,90,0.16771523280883008,72.96168649354168,12.352825750334993,43.15671895971906,455.3791846987692,457.419615067264,1.4763075848007299,132
724,4,41,6,1,E17,4,17,ZZ.04.041,5.0,J1,91,0.1718058482431918,72.91054553678165,12.65117976826229,41.35346402257791,455.54647980378166,457.4196150672639,1.4802667499706457,132
748,4,42,6,1,F17,5,17,ZZ.04.042,5.0,J1,88,0.17589646367755352,72.85818455974832,12.949322092590462,39.54956087119633,455.70663423213347,457.419615067264,1.4842259151405615,132
764,4,43,6,1,E16,4,16,ZZ.04.043,5.0,J1,94,0.17998707911191522,72.80460443860373,13.247247734470816,37.74503778169915,455.8596454734089,457.419615067264,1.4881850803104772,132
701,4,44,6,1,D18,3,18,ZZ.04.044,5.0,J1,87,0.18407769454627693,72.74980606991001,13.544951708680431,35.939923039928736,456.0055111291616,457.419615067264,1.492144245480393,132
725,4,45,6,1,E18,4,18,ZZ.04.045,5.0,J1,84,0.18816830998063863,72.69379037061437,13.842429033705566,34.13424494100154,456.14422891295214,457.419615067264,1.4961034106503088,132
749,4,46,6,1,F18,5,18,ZZ.04.046,5.0,J1,85,0.19225892541500034,72.63655827803372,14.139674731825034,32.32803178886466,456.2757966503835,457.419615067264,1.5000625758202246,132
750,4,47,6,1,F19,5,19,ZZ.04.047,5.0,J1,78,0.19634954084936207,72.57811074983906,14.436683829193491,30.52131189585211,456.4002122791356,457.419615067264,1.5040217409901404,132
910,4,48,8,1,B19,1,19,ZZ.04.048,4.0,J1,82,0.20044015628372377,72.51844876403936,14.733451355924648,28.714113582241062,456.5174738489975,457.419615067264,1.5079809061600562,132
909,4,49,8,1,B18,1,18,ZZ.04.049,4.0,J1,89,0.20453077171808548,72.45757331896529,15.029972346174452,26.906465175807927,456.6275795218977,457.419615067264,1.511940071329972,132
933,4,50,8,1,C18,2,18,ZZ.04.050,4.0,J1,86,0.20862138715244719,72.39548543325245,15.32624183822417,25.09839501138428,456.73052757193324,457.419615067264,1.5158992364998878,132
908,4,51,8,1,B17,1,17,ZZ.04.051,4.0,J1,92,0.2127120025868089,72.33218614582432,15.62225487456342,23.289931430412764,456.82631638539675,457.419615067264,1.5198584016698036,132
932,4,52,8,1,C17,2,17,ZZ.04.052,4.0,J1,93,0.2168026180211706,72.26767651587494,15.918006501973117,21.481102780502802,456.9149444608016,457.419615067264,1.5238175668397194,132
956,4,53,8,1,D17,3,17,ZZ.04.053,4.0,J1,90,0.2208932334555323,72.20195762285111,16.213491771608364,19.67193741498626,456.9964104089055,457.419615067264,1.5277767320096352,132
980,4,54,8,1,E17,4,17,ZZ.04.054,4.0,J1,91,0.22498384888989403,72.1350305664344,16.508705739081254,17.862463692473018,457.0707129527323,457.419615067264,1.531735897179551,132
1004,4,55,8,1,F17,5,17,ZZ.04.055,4.0,J1,88,0.22907446432425574,72.06689646652269,16.803643464543615,16.052709976406433,457.137850927592,457.419615067264,1.5356950623494667,132
1020,4,56,8,1,E16,4,16,ZZ.04.056,4.0,J1,94,0.23316507975861744,71.99755646321145,17.098300012769663,14.242704634618761,457.1978232810989,457.419615067264,1.5396542275193825,132
957,4,57,8,1,D18,3,18,ZZ.04.057,4.0,J1,87,0.23725569519297915,71.92701171677467,17.392670453238573,12.432476038886476,457.2506290731883,457.4196150672639,1.5436133926892983,132
981,4,58,8,1,E18,4,18,ZZ.04.058,4.0,J1,84,0.24134631062734085,71.85526340764547,17.68674986021701,10.622052564485555,457.29626747613116,457.41961506726403,1.547572557859214,132
1005,4,59,8,1,F18,5,18,ZZ.04.059,4.0,J1,85,0.24543692606170256,71.78231273639625,17.980533312841523,8.811462589746693,457.33473777454674,457.419615067264,1.55153172302913,132
934,4,60,8,1,C19,2,19,ZZ.04.060,4.0,J1,83,0.2495275414960643,71.70816092371875,18.274015895200908,7.000734495610464,457.36603936541457,457.41961506726403,1.5554908881990457,132
958,4,61,8,1,D19,3,19,ZZ.04.061,4.0,J1,80,0.253618156930426,71.63280921040348,18.56719269641844,5.189896665182471,457.390171758083,457.419615067264,1.5594500533689615,132
982,4,62,8,1,E19,4,19,ZZ.04.062,4.0,J1,81,0.2577087723647877,71.55625885731905,18.860058810734074,3.3789774832884207,457.40713457427773,457.41961506726403,1.5634092185388773,132
1006,4,63,8,1,F19,5,19,ZZ.04.063,4.0,J1,78,0.2617993877991494,71.47851114539105,19.152609337586533,1.568005336029207,457.41692754810697,457.419615067264,1.567368383708793,132
1164,4,64,10,1,B17,1,17,ZZ.04.064,3.0,J1,92,0.26589000323351114,71.39956737558059,19.44483938169529,-0.2429913896640488,457.4195505260663,457.41961506726403,1.5713275488787088,132
1188,4,65,10,1,C17,2,17,ZZ.04.065,3.0,J1,93,0.2699806186678728,71.31942886886254,19.73674405314248,-2.053984306474958,457.4150034670405,457.4196150672639,1.5752867140486246,132
1212,4,66,10,1,D17,3,17,ZZ.04.066,3.0,J1,90,0.27407123410223455,71.23809696620349,20.028318467454756,-3.8649450271468364,457.4032864423047,457.419615067264,1.5792458792185404,132
1236,4,67,10,1,E17,4,17,ZZ.04.067,3.0,J1,91,0.27816184953659623,71.15557302853918,20.31955774568499,-5.675845164927673,457.38439963552287,457.419615067264,1.5832050443884562,132
1260,4,68,10,1,F17,5,17,ZZ.04.068,3.0,J1,88,0.28225246497095796,71.07185843675187,20.610457014493928,-7.486656334015092,457.3583433427451,457.419615067264,1.587164209558372,132
1276,4,69,10,1,E16,4,16,ZZ.04.069,3.0,J1,94,0.28634308040531964,70.98695459164713,20.90101140623172,-9.2973501500013,457.3251179724029,457.419615067264,1.5911233747282878,132
1165,4,70,10,1,B18,1,18,ZZ.04.070,3.0,J1,89,0.29043369583968137,70.90086291393045,21.191216059019403,-11.107898230318007,457.28472404530294,457.419615067264,1.5950825398982036,132
1189,4,71,10,1,C18,2,18,ZZ.04.071,3.0,J1,86,0.2945243112740431,70.81358484418345,21.481066116830213,-12.918272194681325,457.23716219461875,457.41961506726403,1.5990417050681194,132
1213,4,72,10,1,D18,3,18,ZZ.04.072,3.0,J1,87,0.2986149267084048,70.7251218428398,21.770556729570874,-14.728443665536634,457.1824331658808,457.419615067264,1.6030008702380352,132
1237,4,73,10,1,E18,4,18,ZZ.04.073,3.0,J1,84,0.3027055421427665,70.63547539016075,22.059683053162747,-16.53838426850339,457.12053781696494,457.419615067264,1.606960035407951,132
1261,4,74,10,1,F18,5,18,ZZ.04.074,3.0,J1,85,0.3067961575771282,70.54464698621035,22.348440249622875,-18.348065632819885,457.05147711807876,457.419615067264,1.6109192005778668,132
1166,4,75,10,1,B19,1,19,ZZ.04.075,3.0,J1,82,0.3108867730114899,70.4526381508304,22.636823487144955,-20.15745939178799,456.9752521517466,457.419615067264,1.6148783657477825,132
1190,4,76,10,1,C19,2,19,ZZ.04.076,3.0,J1,83,0.31497738844585166,70.35945042361497,22.924827940180172,-21.966537183217763,456.8918641127923,457.419615067264,1.6188375309176983,132
1214,4,77,10,1,D19,3,19,ZZ.04.077,3.0,J1,80,0.31906800388021334,70.26508536388471,23.212448789517968,-23.775270649872052,456.8013143083208,457.419615067264,1.6227966960876141,132
1238,4,78,10,1,E19,4,19,ZZ.04.078,3.0,J1,81,0.32315861931457507,70.16954455066063,23.499681222366654,-25.58363143991098,456.7036041576974,457.419615067264,1.62675586125753,132
1262,4,79,10,1,F19,5,19,ZZ.04.079,3.0,J1,78,0.32724923474893675,70.07282958263782,23.786520432433953,-27.391591207336372,456.59873519252557,457.4196150672639,1.6307150264274457,132
1420,4,80,12,1,B17,1,17,ZZ.04.080,2.0,J1,92,0.3313398501832985,69.97494207815858,24.072961620007458,-29.19912161243606,456.48670905662317,457.419615067264,1.6346741915973615,132
1444,4,81,12,1,C17,2,17,ZZ.04.081,2.0,J1,93,0.33543046561766016,69.87588367518542,24.358999992034878,-31.00619432222811,456.3675275059962,457.419615067264,1.6386333567672773,132
1468,4,82,12,1,D17,3,17,ZZ.04.082,2.0,J1,90,0.3395210810520219,69.77565603127364,24.644630762204308,-32.812781010904985,456.2411924088117,457.419615067264,1.642592521937193,132
1492,4,83,12,1,E17,4,17,ZZ.04.083,2.0,J1,91,0.3436116964863836,69.67426082354353,24.929849151024285,-34.61885336027747,456.1077057453684,457.419615067264,1.6465516871071089,132
1516,4,84,12,1,F17,5,17,ZZ.04.084,2.0,J1,88,0.3477023119207453,69.57169974865242,25.21465038590375,-36.42438306021862,455.96706960806546,457.419615067264,1.6505108522770247,132
1532,4,85,12,1,E16,4,16,ZZ.04.085,2.0,J1,94,0.35179292735510703,69.46797452276618,25.49902970123195,-38.2293418091075,455.81928620136995,457.41961506726403,1.6544700174469404,132
1421,4,86,12,1,B18,1,18,ZZ.04.086,2.0,J1,89,0.3558835427894687,69.36308688153055,25.782982338458154,-40.03370131427283,455.66435784178196,457.419615067264,1.6584291826168562,132
1445,4,87,12,1,C18,2,18,ZZ.04.087,2.0,J1,86,0.35997415822383044,69.2570385800421,26.06650354617128,-41.83743329243643,455.5022869577988,457.419615067264,1.662388347786772,132
1469,4,88,12,1,D18,3,18,ZZ.04.088,2.0,J1,87,0.3640647736581921,69.14983139281888,26.349588580179393,-43.64050947015661,455.33307608987633,457.419615067264,1.6663475129566878,132
1493,4,89,12,1,E18,4,18,ZZ.04.089,2.0,J1,84,0.36815538909255385,69.04146711377068,26.63223270358912,-45.442901584271304,455.1567278903896,457.419615067264,1.6703066781266036,132
1517,4,90,12,1,F18,5,18,ZZ.04.090,2.0,J1,85,0.3722460045269156,68.93194755616904,26.91443118688489,-47.24458138234116,454.9732451235911,457.419615067264,1.6742658432965194,132
1422,4,91,12,1,B19,1,19,ZZ.04.091,2.0,J1,82,0.37633661996127726,68.8212745526169,27.19617930800806,-49.045520623092315,454.7826306655673,457.419615067264,1.6782250084664352,132
1446,4,92,12,1,C19,2,19,ZZ.04.092,2.0,J1,83,0.380427235395639,68.70944995501796,27.477472352435978,-50.845691076859154,454.58488750419383,457.419615067264,1.682184173636351,132
1470,4,93,12,1,D19,3,19,ZZ.04.093,2.0,J1,80,0.3845178508300007,68.59647563454564,27.75830561326081,-52.64506452602675,454.38001873908854,457.419615067264,1.6861433388062668,132
1494,4,94,12,1,E19,4,19,ZZ.04.094,2.0,J1,81,0.3886084662643624,68.48235348161184,28.03867439126835,-54.44361276547321,454.16802758156274,457.419615067264,1.6901025039761826,132
1518,4,95,12,1,F19,5,19,ZZ.04.095,2.0,J1,78,0.39269908169872414,68.36708540583521,28.318573995016642,-56.24130760301178,453.9489173545712,457.419615067264,1.6940616691460983,132
1676,4,96,14,1,B17,1,17,ZZ.04.096,1.0,J1,92,0.3967896971330858,68.25067333600934,28.597999740914446,-58.03812085983272,453.72269149265986,457.419615067264,1.6980208343160141,132
1700,4,97,14,1,C17,2,17,ZZ.04.097,1.0,J1,93,0.40088031256744755,68.13311922007033,28.876946953299672,-59.83402437094511,453.48935354191184,457.419615067264,1.70197999948593,132
1724,4,98,14,1,D17,3,17,ZZ.04.098,1.0,J1,90,0.4049709280018092,68.01442502506427,29.155410964517554,-61.62898998561818,453.24890715989216,457.419615067264,1.7059391646558457,132
1748,4,99,14,1,E17,4,17,ZZ.04.099,1.0,J1,91,0.40906154343617096,67.89459273711437,29.433387114998816,-63.42298956782274,453.0013561155902,457.419615067264,1.7098983298257615,132
1772,4,100,14,1,F17,5,17,ZZ.04.100,1.0,J1,88,0.41315215887053264,67.77362436138759,29.710870753337577,-65.21599499667207,452.7467042893609,457.419615067264,1.7138574949956773,132
1788,4,101,14,1,E16,4,16,ZZ.04.101,1.0,J1,94,0.41724277430489437,67.65152192206128,29.987857236369244,-67.00797816686277,452.48495567286346,457.419615067264,1.717816660165593,132
1677,4,102,14,1,B18,1,18,ZZ.04.102,1.0,J1,89,0.4213333897392561,67.5282874622891,30.26434192924817,-68.79891098911536,452.2161143689992,457.419615067264,1.7217758253355089,132
1701,4,103,14,1,C18,2,18,ZZ.04.103,1.0,J1,86,0.4254240051736178,67.40392304416702,30.540320205525205,-70.5887653906145,451.94018459184696,457.4196150672639,1.7257349905054247,132
1725,4,104,14,1,D18,3,18,ZZ.04.104,1.0,J1,87,0.4295146206079795,67.27843074869865,30.815787447225148,-72.37751331544905,451.65717066659744,457.419615067264,1.7296941556753405,132
1749,4,105,14,1,E18,4,18,ZZ.04.105,1.0,J1,84,0.4336052360423412,67.15181267576058,31.090739044923975,-74.16512672505188,451.3670770294849,457.419615067264,1.7336533208452563,132
1773,4,106,14,1,F18,5,18,ZZ.04.106,1.0,J1,85,0.4376958514767029,67.02407094406709,31.36517039782601,-75.95157759863935,451.06990822771786,457.419615067264,1.737612486015172,132
1678,4,107,14,1,B19,1,19,ZZ.04.107,1.0,J1,82,0.4417864669110646,66.8952076911348,31.63907691384087,-77.7368379336505,450.765668919408,457.419615067264,1.7415716511850878,132
1702,4,108,14,1,C19,2,19,ZZ.04.108,1.0,J1,83,0.44587708234542633,66.76522507324688,31.912454009660344,-79.5208797461861,450.4543638734967,457.419615067264,1.7455308163550036,132
1726,4,109,14,1,D19,3,19,ZZ.04.109,1.0,J1,80,0.44996769777978807,66.63412526541691,32.185297110835066,-81.30367507144712,450.13599796968083,457.419615067264,1.7494899815249194,132
1750,4,110,14,1,E19,4,19,ZZ.04.110,1.0,J1,81,0.45405831321414974,66.50191046135258,32.45760165185104,-83.08519596417325,449.8105761983358,457.419615067264,1.7534491466948352,132
1774,4,111,14,1,F19,5,19,ZZ.04.111,1.0,J1,78,0.4581489286485115,66.36858287341894,32.72936307620609,-84.86541449908087,449.4781036604376,457.4196150672639,1.757408311864751,132
1932,4,112,16,1,B17,1,17,ZZ.04.112,0.0,J1,92,0.46223954408287315,66.23414473260134,33.00057683648605,-86.64430277130074,449.13858556748283,457.419615067264,1.7613674770346668,132
1956,4,113,16,1,C17,2,17,ZZ.04.113,0.0,J1,93,0.4663301595172349,66.09859828846814,33.271238394440886,-88.42183289681547,448.79202724140674,457.419615067264,1.7653266422045826,132
1980,4,114,16,1,D17,3,17,ZZ.04.114,0.0,J1,90,0.47042077495159657,65.96194580913308,33.541343221060615,-90.19797701289657,448.4384341145002,457.419615067264,1.7692858073744984,132
2004,4,115,16,1,E17,4,17,ZZ.04.115,0.0,J1,91,0.4745113903859583,65.82418958121735,33.810886796651126,-91.97270727854121,448.0778117293242,457.419615067264,1.7732449725444142,132
2028,4,116,16,1,F17,5,17,ZZ.04.116,0.0,J1,88,0.47860200582032003,65.6853319098112,34.07986461090976,-93.7459958749086,447.7101657386233,457.4196150672639,1.77720413771433,132
2044,4,117,16,1,E16,4,16,ZZ.04.117,0.0,J1,94,0.4826926212546817,65.5453751184355,34.348272163000814,-95.51781500575609,447.3355019052368,457.419615067264,1.7811633028842457,132
1933,4,118,16,1,B18,1,18,ZZ.04.118,0.0,J1,89,0.48678323668904344,65.40432154900283,34.61610496163084,-97.28813689787486,446.95382610200835,457.419615067264,1.7851224680541615,132
1957,4,119,16,1,C18,2,18,ZZ.04.119,0.0,J1,86,0.4908738521234051,65.26217356177827,34.883358525123825,-99.05693380152525,446.5651443116941,457.419615067264,1.7890816332240773,132
1981,4,120,16,1,D18,3,18,ZZ.04.120,0.0,J1,87,0.49496446755776685,65.1189335353399,35.15002838149613,-100.82417799087175,446.1694626268689,457.419615067264,1.793040798393993,132
2005,4,121,16,1,E18,4,18,ZZ.04.121,0.0,J1,84,0.4990550829921286,64.97460386653904,35.41611006853138,-102.58984176441759,445.76678724983054,457.419615067264,1.796999963563909,132
2029,4,122,16,1,F18,5,18,ZZ.04.122,0.0,J1,85,0.5031456984264903,64.82918697046009,35.68159913385508,-104.35389744543895,445.3571244925029,457.419615067264,1.8009591287338247,132
1934,4,123,16,1,B19,1,19,ZZ.04.123,0.0,J1,82,0.507236313860852,64.68268528038016,35.94649113500916,-106.11631738241887,444.94048077633676,457.419615067264,1.8049182939037405,132
1958,4,124,16,1,C19,2,19,ZZ.04.124,0.0,J1,83,0.5113269292952137,64.53510124772832,36.21078163952628,-107.87707394948058,444.5168626322091,457.419615067264,1.8088774590736563,132
1982,4,125,16,1,D19,3,19,ZZ.04.125,0.0,J1,80,0.5154175447295753,64.38643734204464,36.47446622500401,-109.63613954682056,444.086276700321,457.419615067264,1.812836624243572,132
2006,4,126,16,1,E19,4,19,ZZ.04.126,0.0,J1,81,0.5195081601639371,64.23669605093879,36.73754047917885,-111.39348660114125,443.64872973009324,457.419615067264,1.8167957894134878,132
2030,4,127,16,1,F19,5,19,ZZ.04.127,0.0,J1,78,0.5235987755982988,64.08587988004847,36.99999999999999,-113.14908756608314,443.20422858006077,457.419615067264,1.8207549545834036,68
143,5,0,2,1,B20,1,20,ZZ.05.000,7.0,J1,79,0.0040906154343617095,74.99937250832629,0.3067953019676092,116.98598718193313,452.75687753378435,467.6264656230158,1.3179407701102077,69
167,5,1,2,1,C20,2,20,ZZ.05.001,7.0,J1,76,0.008181230868723419,74.99749004380509,0.6135854702952847,115.19255493722116,453.21648981266,467.62646562301586,1.321899892898431,132
191,5,2,2,1,D20,3,20,ZZ.05.002,7.0,J1,77,0.01227184630308513,74.99435263793583,0.9203653714289944,113.39731709151182,453.668998089489,467.62646562301586,1.325859015686654,132
215,5,3,2,1,E20,4,20,ZZ.05.003,7.0,J1,74,0.016362461737446838,74.98996034321713,1.2271298719865085,111.60030178449912,454.1143952713703,467.62646562301586,1.3298181384748773,132
239,5,4,2,1,F20,5,20,ZZ.05.004,7.0,J1,75,0.020453077171808547,74.98431323314571,1.5338738388432966,109.80153718373806,454.5526743768667,467.62646562301586,1.3337772612631005,132
253,5,5,2,1,F16,5,16,ZZ.05.005,7.0,J1,95,0.02454369260617026,74.97741140221532,1.8405921392184217,108.00105148420322,454.9838285361141,467.6264656230158,1.3377363840513237,132
144,5,6,2,1,B21,1,21,ZZ.05.006,7.0,J1,72,0.028634308040531967,74.96925496591504,2.1472796407604253,106.19887290784676,455.4078509909295,467.62646562301586,1.3416955068395469,132
168,5,7,2,1,C21,2,21,ZZ.05.007,7.0,J1,73,0.032724923474893676,74.95984406072742,2.4539312116332104,104.39502970315607,455.8247350949165,467.62646562301586,1.34565462962777,132
192,5,8,2,1,D21,3,21,ZZ.05.008,7.0,J1,70,0.03681553890925539,74.94917884412621,2.7605417206019123,102.58955014471097,456.23447431356993,467.6264656230159,1.3496137524159932,132
216,5,9,2,1,E21,4,21,ZZ.05.009,7.0,J1,71,0.04090615434361709,74.93725949457365,3.067106037118758,100.78246253274052,456.6370622243779,467.62646562301586,1.3535728752042164,132
240,5,10,2,1,F21,5,21,ZZ.05.010,7.0,J1,68,0.044996769777978805,74.92408621151756,3.3736190314089205,98.97379519267945,457.0324925169229,467.62646562301586,1.3575319979924396,132
145,5,11,2,1,B22,1,22,ZZ.05.011,7.0,J1,69,0.04908738521234052,74.90965921538793,3.680075574556351,97.16357647472411,457.4207589929802,467.62646562301586,1.3614911207806628,132
169,5,12,2,1,C22,2,22,ZZ.05.012,7.0,J1,66,0.05317800064670222,74.89397874759331,3.986470538589604,95.35183475338816,457.80185556661536,467.6264656230158,1.365450243568886,132
193,5,13,2,1,D22,3,22,ZZ.05.013,7.0,J1,67,0.057268616081063935,74.87704507051669,4.292798796567646,93.53859842705778,458.17577626427965,467.6264656230158,1.3694093663571092,132
217,5,14,2,1,E22,4,22,ZZ.05.014,7.0,J1,64,0.06135923151542564,74.85885846751118,4.599055222665643,91.72389591754653,458.54251522490335,467.62646562301586,1.3733684891453324,132
241,5,15,2,1,F22,5,22,ZZ.05.015,7.0,J1,65,0.06544984694978735,74.83941924289526,4.90523469226073,89.90775566964982,458.902066699988,467.6264656230159,1.3773276119335556,132
399,5,16,4,1,B20,1,20,ZZ.05.016,6.0,J1,79,0.06954046238414906,74.81872772194761,5.211332082017764,88.09020615069912,459.2544250536961,467.6264656230158,1.3812867347217788,132
423,5,17,4,1,C20,2,20,ZZ.05.017,6.0,J1,76,0.07363107781851078,74.79678425090177,5.517342269975057,86.27127585011571,459.59958476294,467.62646562301586,1.385245857510002,132
447,5,18,4,1,D20,3,20,ZZ.05.018,6.0,J1,77,0.07772169325287248,74.77358919694026,5.823260135630071,84.45099327896408,459.937540417468,467.62646562301586,1.3892049802982251,132
471,5,19,4,1,E20,4,20,ZZ.05.019,6.0,J1,74,0.08181230868723419,74.74914294818852,6.129080560025115,82.62938696950509,460.2682867199493,467.62646562301586,1.3931641030864483,132
495,5,20,4,1,F20,5,20,ZZ.05.020,6.0,J1,75,0.0859029241215959,74.72344591370835,6.434798425832992,80.80648547474871,460.591818486057,467.62646562301586,1.3971232258746715,132
509,5,21,4,1,F16,5,16,ZZ.05.021,6.0,J1,95,0.08999353955595761,74.69649852349107,6.740408617442622,78.98231736800646,460.90813064454954,467.62646562301586,1.4010823486628947,132
400,5,22,4,1,B21,1,21,ZZ.05.022,6.0,J1,72,0.09408415499031932,74.66830122845039,7.045906021044658,77.15691124244354,461.21721823735,467.62646562301586,1.405041471451118,132
