52593 0.947805 1
52584 0.947788 1
52577 0.947764 1
52570 0.947762 1
52581 0.947759 1
52576 0.947756 1
52592 0.947751 1
52575 0.947751 1
52571 0.947751 1
52596 0.947751 1
52585 0.947746 1
52578 0.947743 1
52580 0.947743 1
52579 0.94774 1
52586 0.947732 1
52574 0.947727 1
52572 0.947721 1
52595 0.947716 1
52594 0.947689 1
53649 0.947314 1
53652 0.947306 1
53794 0.947298 1
53788 0.947295 1
53651 0.947292 1
53583 0.947289 1
53638 0.947289 1
53650 0.947289 1
53594 0.947287 1
53648 0.947281 1
53792 0.947276 1
53595 0.947276 1
53737 0.947268 1
53784 0.947263 1
53791 0.947263 1
53639 0.94726 1
53635 0.94726 1
53789 0.94726 1
53793 0.947257 1
53582 0.947257 1
53603 0.947257 1
53640 0.947257 1
53786 0.947252 1
53584 0.947252 1
53783 0.947249 1
53690 0.947249 1
53548 0.947249 1
53795 0.947249 1
53634 0.947249 1
53600 0.947249 1
53790 0.947247 1
53587 0.947244 1
53787 0.947244 1
53691 0.947244 1
53688 0.947241 1
53687 0.947239 1
53601 0.947236 1
53633 0.947233 1
53025 0.947233 1
53596 0.94723 1
53689 0.94723 1
53878 0.947225 1
53636 0.947225 1
53863 0.947225 1
53681 0.947222 1
53637 0.947222 1
53734 0.94722 1
53782 0.947217 1
53864 0.947217 1
53785 0.947217 1
53740 0.947214 1
53781 0.947212 1
53554 0.947209 1
53550 0.947206 1
53877 0.947206 1
53540 0.947204 1
52881 0.947204 1
53580 0.947204 1
53579 0.947201 1
53862 0.947201 1
53556 0.947201 1
53686 0.947198 1
53558 0.947198 1
53739 0.947198 1
53879 0.947196 1
53536 0.947196 1
53581 0.947196 1
53532 0.947193 1
53551 0.947185 1
53813 0.947185 1
53630 0.947185 1
53857 0.947185 1
53546 0.947182 1
53861 0.947182 1
53819 0.947182 1
53880 0.947182 1
53771 0.947182 1
53534 0.947182 1
53735 0.947179 1
52851 0.947179 1
53738 0.947179 1
53744 0.947179 1
53776 0.947177 1
53646 0.947177 1
53752 0.947177 1
53533 0.947174 1
53685 0.947174 1
53623 0.947174 1
53872 0.947174 1
53559 0.947171 1
53757 0.947171 1
53858 0.947171 1
53871 0.947171 1
53773 0.947171 1
53876 0.947171 1
52724 0.947169 1
53775 0.947169 1
53774 0.947169 1
53721 0.947169 1
53591 0.947166 1
53854 0.947166 1
53860 0.947166 1
53535 0.947163 1
53736 0.947163 1
53761 0.947163 1
53743 0.947163 1
53852 0.947163 1
52661 0.947163 1
53873 0.947163 1
53741 0.947163 1
53632 0.947161 1
53592 0.947161 1
53647 0.947161 1
53585 0.947158 1
53586 0.947158 1
53716 0.947158 1
53706 0.947158 1
53756 0.947155 1
53758 0.947153 1
53760 0.947153 1
52660 0.94715 1
53631 0.94715 1
53624 0.94715 1
53753 0.94715 1
53827 0.94715 1
53812 0.947147 1
53833 0.947147 1
52727 0.947147 1
53822 0.947147 1
53820 0.947147 1
53836 0.947147 1
53834 0.947145 1
53856 0.947145 1
53875 0.947145 1
53027 0.947142 1
53759 0.947142 1
53711 0.947142 1
53772 0.947139 1
53618 0.947139 1
52782 0.947139 1
53823 0.947139 1
53768 0.947139 1
53859 0.947139 1
53754 0.947139 1
53674 0.947139 1
53671 0.947139 1
53670 0.947139 1
53770 0.947137 1
53769 0.947137 1
53755 0.947137 1
53493 0.947137 1
52875 0.947137 1
53708 0.947137 1
52704 0.947134 1
53715 0.947134 1
53832 0.947134 1
52753 0.947131 1
53578 0.947131 1
53853 0.947131 1
53622 0.947131 1
53830 0.947131 1
53619 0.947128 1
53468 0.947126 1
53831 0.947126 1
53620 0.947126 1
53669 0.947126 1
53777 0.947126 1
53593 0.947126 1
53829 0.947126 1
52754 0.947123 1
52845 0.947123 1
53531 0.947123 1
53494 0.947123 1
53672 0.947123 1
53828 0.947123 1
53625 0.947123 1
53617 0.947123 1
53020 0.94712 1
53662 0.94712 1
53668 0.94712 1
53835 0.94712 1
53616 0.94712 1
53720 0.94712 1
52706 0.947118 1
53874 0.947118 1
53718 0.947118 1
53661 0.947115 1
53821 0.947115 1
53552 0.947115 1
52726 0.947112 1
52654 0.947112 1
52650 0.947112 1
53742 0.947112 1
53571 0.947112 1
53211 0.94711 1
53553 0.94711 1
52813 0.94711 1
53062 0.94711 1
53855 0.94711 1
53530 0.94711 1
53024 0.947107 1
53201 0.947107 1
53667 0.947107 1
53557 0.947107 1
52653 0.947104 1
53547 0.947104 1
53076 0.947102 1
52703 0.947102 1
53555 0.947102 1
53074 0.947102 1
53376 0.947102 1
52877 0.947099 1
53021 0.947099 1
53198 0.947099 1
53539 0.947099 1
53824 0.947099 1
53513 0.947099 1
53028 0.947096 1
52821 0.947094 1
52911 0.947094 1
52665 0.947094 1
53590 0.947094 1
53018 0.947094 1
53080 0.947094 1
52905 0.947094 1
52858 0.947091 1
52658 0.947091 1
52811 0.947091 1
52751 0.947091 1
52910 0.947091 1
53195 0.947091 1
53202 0.947091 1
53219 0.947091 1
53029 0.947088 1
53545 0.947088 1
53673 0.947088 1
53067 0.947086 1
53197 0.947086 1
53221 0.947086 1
53216 0.947083 1
53512 0.947083 1
53200 0.947083 1
53081 0.947083 1
52815 0.94708 1
53510 0.94708 1
53213 0.94708 1
52805 0.947078 1
53072 0.947078 1
53407 0.947078 1
52816 0.947075 1
52814 0.947075 1
52906 0.947075 1
52749 0.947075 1
52902 0.947075 1
52664 0.947075 1
53222 0.947075 1
52899 0.947072 1
53505 0.947072 1
53068 0.947072 1
52702 0.947072 1
52894 0.947072 1
52848 0.947072 1
52900 0.947072 1
53065 0.947069 1
53063 0.947069 1
52897 0.947069 1
53073 0.947069 1
52707 0.947067 1
52819 0.947067 1
52872 0.947067 1
52856 0.947067 1
53218 0.947067 1
52908 0.947067 1
53205 0.947067 1
52752 0.947067 1
52680 0.947064 1
53217 0.947064 1
53064 0.947064 1
52748 0.947064 1
52847 0.947064 1
52744 0.947064 1
53069 0.947064 1
52718 0.947064 1
52846 0.947061 1
52692 0.947061 1
52690 0.947061 1
52895 0.947061 1
52896 0.947061 1
52649 0.947061 1
52685 0.947061 1
53223 0.947061 1
53022 0.947059 1
53212 0.947059 1
52780 0.947056 1
52716 0.947056 1
53199 0.947056 1
52705 0.947056 1
52721 0.947056 1
52912 0.947056 1
52857 0.947056 1
52909 0.947056 1
52887 0.947053 1
52873 0.947053 1
53538 0.947053 1
53549 0.947051 1
52917 0.947051 1
53370 0.947051 1
53019 0.947051 1
52682 0.947051 1
52760 0.947051 1
52651 0.947051 1
52643 0.947051 1
53066 0.947051 1
53023 0.947048 1
52781 0.947048 1
52817 0.947048 1
53196 0.947048 1
52901 0.947048 1
53079 0.947048 1
52678 0.947048 1
53515 0.947048 1
52679 0.947048 1
53071 0.947048 1
52890 0.947045 1
52720 0.947045 1
52844 0.947045 1
52677 0.947045 1
53452 0.947045 1
52888 0.947043 1
52683 0.947043 1
52652 0.947043 1
53070 0.94704 1
52761 0.94704 1
52850 0.947037 1
53204 0.947035 1
52889 0.947035 1
52688 0.947035 1
52642 0.947035 1
52898 0.947035 1
52849 0.947032 1
52859 0.947029 1
52662 0.947029 1
52779 0.947029 1
53220 0.947029 1
